APLS-1/Bookstore-1,72939
APLS-1/Bookstore-2,39130
APLS-1/Brickyard-1,92785
APLS-1/Business-1,52111
APLS-1/Business-2,24714
APLS-1/Business-3,54118
APLS-1/Business-4,55593
APLS-2/Business_pavilion-1,52111
APLS-2/Carey-1,107715
APLS-2/Church-1,58009
APLS-2/Church-2,58793
APLS-2/Coor-1,53919
APLS-2/GWC-1,55824
APLS-3/Gym-1,55613
APLS-3/Gym-2,6727
APLS-3/Gym-3,45305
APLS-3/MU-1,55541
APLS-3/MU-2,54148
APLS-3/Palm-1,56159
APLS-3/Palm-2,53684
